,Sample,Study,ERBB2,EGFR
15219,GTEX-13O3P-1126-SM-5L3FG,GTEX,12.74,11.01
15220,TCGA-TQ-A7RM-01,TCGA,10.54,13.3
15221,TCGA-MU-A51Y-01,TCGA,14.06,12.45
15222,GTEX-SIU8-0926-SM-5SI87,GTEX,10.87,10.58
15223,TCGA-AO-A128-01,TCGA,13.27,11.93
15224,TCGA-DG-A2KH-01,TCGA,13.18,10.56
15225,GTEX-139D8-2526-SM-5N9G3,GTEX,11.88,10.88
15226,GTEX-13N2G-0011-R11a-SM-5MR3F,GTEX,8.688,10.09
15227,GTEX-148VJ-0326-SM-5QGQE,GTEX,9.855,12.15
15228,TARGET-50-PAJNVX-01,TARGET,11.51,13.57
15229,TCGA-D5-6534-01,TCGA,12.7,12.36
15230,TCGA-ER-A19F-06,TCGA,12.15,5.46
15231,GTEX-ZAK1-0626-SM-5HL8E,GTEX,13.64,13.37
15232,GTEX-12WSM-1426-SM-5GCPA,GTEX,11.12,11.17
15233,TCGA-E8-A2JQ-11,TCGA,12.81,11.48
15234,GTEX-13OW6-3126-SM-5L3IA,GTEX,10.78,9.884
15235,GTEX-13OW8-1826-SM-5L3H1,GTEX,12.22,12.49
15236,GTEX-ZVZQ-0011-R6b-SM-57WAY,GTEX,10.7,12.09
15237,TCGA-VS-A8EB-01,TCGA,12.58,13.79
15238,GTEX-12WS9-0826-SM-59HJX,GTEX,11.89,10.25
15239,GTEX-ZVT3-0011-R5a-SM-51MSI,GTEX,11.1,11.77
15240,TCGA-EB-A4XL-01,TCGA,11.88,10.57
15241,GTEX-11OC5-0326-SM-5PNW5,GTEX,12.12,10.94
15242,TCGA-V4-A9F1-01,TCGA,10.97,6.96
15243,TCGA-FY-A40L-01,TCGA,13.38,11.7
15244,TCGA-AF-5654-01,TCGA,12.24,10.69
15245,TCGA-4Z-AA84-01,TCGA,13.35,11.46
15246,TCGA-55-7570-01,TCGA,11.59,7.117
15247,TCGA-78-7163-01,TCGA,12.44,12.28
15248,TCGA-2Y-A9GS-01,TCGA,11.78,11.61
15249,GTEX-13112-3126-SM-5IFGP,GTEX,10.37,9.223
15250,GTEX-WRHU-2826-SM-3MJG8,GTEX,13.44,13.75
15251,GTEX-11NUK-1226-SM-5P9GM,GTEX,13.17,12.37
15252,TCGA-KL-8336-01,TCGA,12.18,10.89
15253,TCGA-DU-8161-01,TCGA,9.505,14.85
15254,GTEX-XQ3S-1626-SM-4WAYN,GTEX,11.0,12.3
15255,TCGA-F1-6874-01,TCGA,14.27,13.64
15256,TCGA-D8-A1JE-01,TCGA,12.49,9.623
15257,TCGA-ZF-A9R2-01,TCGA,13.65,11.07
15258,TARGET-20-PASCFW-09,TARGET,6.194,2.288
15259,TCGA-CV-7428-01,TCGA,12.88,13.54
15260,TCGA-LN-A9FP-01,TCGA,12.24,17.36
15261,GTEX-ZPCL-1726-SM-57WEO,GTEX,13.35,11.68
15262,TCGA-JY-A6FB-01,TCGA,15.8,12.83
15263,GTEX-X15G-1526-SM-4PQZM,GTEX,11.88,10.86
15264,GTEX-YJ89-0011-R2b-SM-4RGLT,GTEX,10.14,10.32
15265,GTEX-Y3I4-1226-SM-4TT8N,GTEX,13.35,12.79
15266,TCGA-LP-A4AX-01,TCGA,11.67,11.92
15267,TCGA-HV-A7OP-01,TCGA,14.02,9.935
15268,GTEX-13PLJ-0126-SM-5L3HU,GTEX,10.85,11.48
15269,TCGA-A6-2683-11,TCGA,14.0,12.28
15270,GTEX-WH7G-1526-SM-4LVMX,GTEX,11.6,12.62
15271,TCGA-2G-AALG-01,TCGA,13.71,10.32
15272,TCGA-HC-A6AN-01,TCGA,12.77,10.82
15273,GTEX-PLZ5-1526-SM-3P5ZX,GTEX,11.6,11.41
15274,TCGA-05-4417-01,TCGA,12.82,12.38
15275,GTEX-ZDTS-0826-SM-4WKHL,GTEX,13.52,13.34
15276,GTEX-WOFM-0726-SM-3MJF8,GTEX,11.36,13.08
15277,GTEX-XPVG-2026-SM-4B65E,GTEX,12.46,12.09
15278,TCGA-78-8655-01,TCGA,13.76,11.99
15279,GTEX-W5WG-1726-SM-4LMI5,GTEX,12.0,11.11
15280,GTEX-WFG7-0001-SM-3P61S,GTEX,8.741,4.65
15281,TCGA-ED-A7PX-01,TCGA,11.63,11.15
15282,TCGA-D3-A1Q5-06,TCGA,11.67,11.48
15283,TCGA-CV-7183-11,TCGA,13.21,11.72
15284,GTEX-WXYG-1726-SM-4ONCU,GTEX,11.23,11.43
15285,GTEX-SNMC-1626-SM-4DM52,GTEX,13.5,11.34
15286,TCGA-BQ-7044-11,TCGA,13.76,10.83
15287,TCGA-97-7554-01,TCGA,13.85,13.57
15288,GTEX-XPVG-0526-SM-4B65N,GTEX,13.02,11.37
15289,GTEX-N7MT-0226-SM-48TC3,GTEX,11.81,11.86
15290,GTEX-117YX-2326-SM-5H12W,GTEX,13.57,13.81
15291,TCGA-D3-A51K-06,TCGA,11.76,6.528
15292,TCGA-AA-3663-11,TCGA,13.33,11.59
15293,TCGA-DD-AADN-01,TCGA,7.977,8.965
15294,TCGA-BB-8601-01,TCGA,11.7,12.44
15295,GTEX-12WSJ-1226-SM-5LU91,GTEX,11.85,10.96
15296,TCGA-SS-A7HO-01,TCGA,13.51,9.326
15297,TCGA-KN-8431-01,TCGA,12.55,10.79
15298,TCGA-P5-A736-01,TCGA,10.05,11.93
15299,GTEX-X585-1426-SM-4E3JO,GTEX,12.08,12.04
15300,TCGA-2Y-A9H9-01,TCGA,13.07,13.43
15301,TCGA-EL-A4K9-01,TCGA,13.27,12.55
15302,TCGA-BQ-7045-01,TCGA,13.38,12.33
15303,TCGA-23-2077-01,TCGA,13.56,10.76
15304,GTEX-X4EP-0011-R1A-SM-3P624,GTEX,10.31,9.486
15305,GTEX-14ABY-0011-R6a-SM-5PNWR,GTEX,10.45,11.26
15306,GTEX-145ME-0726-SM-5O9A3,GTEX,11.21,12.96
15307,TCGA-ZU-A8S4-01,TCGA,12.07,10.41
15308,GTEX-YEC4-0226-SM-4W1YG,GTEX,12.74,10.63
15309,GTEX-W5X1-0826-SM-3GILN,GTEX,12.24,10.0
15310,GTEX-12ZZY-0726-SM-5EQ66,GTEX,13.8,13.94
15311,GTEX-12ZZZ-3126-SM-5LZU6,GTEX,7.757,7.619
15312,TCGA-IN-A7NU-01,TCGA,12.52,12.3
15313,TCGA-CU-A0YO-01,TCGA,13.8,13.29
15314,TCGA-RC-A7SK-01,TCGA,12.45,11.98
15315,GTEX-ZC5H-0126-SM-4WAYL,GTEX,9.804,11.9
15316,TARGET-50-PAKRCC-01,TARGET,11.66,6.324
15317,TCGA-EO-A3AS-01,TCGA,12.06,11.86
15318,TCGA-BR-A44T-01,TCGA,11.45,12.27
15319,TCGA-WK-A8XS-01,TCGA,10.05,11.17
15320,GTEX-Y5V6-0008-SM-4V6FV,GTEX,11.5,12.9
15321,TCGA-J8-A3YE-01,TCGA,12.61,13.37
15322,TCGA-C8-A274-01,TCGA,13.87,7.788
15323,TARGET-50-PAJLUJ-06,TARGET,12.21,10.56
15324,GTEX-14BMV-0126-SM-5S2PO,GTEX,13.43,13.73
15325,TARGET-20-PARIMT-03,TARGET,5.363,0.0
15326,GTEX-REY6-0826-SM-2TF4S,GTEX,10.2,12.58
15327,TCGA-EM-A3FP-01,TCGA,12.79,9.995
15328,GTEX-X4EP-0011-R2B-SM-3P625,GTEX,9.867,9.473
15329,TCGA-GL-A59R-11,TCGA,13.97,11.57
15330,TCGA-BH-A5IZ-01,TCGA,13.13,11.25
15331,TCGA-AB-2883-03,TCGA,7.595,5.548
15332,TCGA-EL-A3MX-11,TCGA,13.26,12.24
15333,TCGA-AK-3431-01,TCGA,11.2,12.86
15334,GTEX-13112-0011-R1b-SM-5HL7K,GTEX,8.739,9.673
15335,GTEX-PVOW-0426-SM-5MR5R,GTEX,11.9,11.83
15336,TCGA-LB-A8F3-01,TCGA,12.49,10.93
15337,GTEX-T6MN-0011-R2A-SM-32QOW,GTEX,10.13,10.19
15338,TCGA-C4-A0F1-01,TCGA,12.38,14.16
15339,GTEX-139YR-1726-SM-5IFFK,GTEX,13.13,12.74
15340,GTEX-WHSB-0526-SM-4M1XM,GTEX,11.61,12.65
15341,GTEX-13O3O-0011-R8b-SM-5LUAL,GTEX,9.972,10.36
15342,TARGET-20-PATIAK-09,TARGET,6.695,0.0
15343,GTEX-X3Y1-0008-SM-4PR12,GTEX,11.9,12.71
15344,GTEX-11GSO-0011-R2a-SM-57WDF,GTEX,10.17,10.86
15345,TCGA-EJ-5518-01,TCGA,13.67,12.27
15346,TCGA-B8-A54I-01,TCGA,11.29,12.64
15347,TCGA-SR-A6MT-01,TCGA,8.419,6.566
15348,TCGA-GV-A3QG-01,TCGA,12.27,13.46
15349,TCGA-WB-A80Y-01,TCGA,7.861,7.175
15350,TCGA-E7-A4XJ-01,TCGA,13.31,11.4
15351,GTEX-ZV68-0326-SM-59HJG,GTEX,13.62,11.61
15352,TCGA-W5-AA2Z-01,TCGA,13.2,12.2
15353,TCGA-A8-A076-01,TCGA,16.7,9.125
15354,TCGA-IC-A6RE-11,TCGA,14.68,13.65
15355,GTEX-11TUW-1126-SM-5EQKJ,GTEX,11.88,11.22
15356,TCGA-D6-A6EN-01,TCGA,11.82,11.64
15357,GTEX-ZVZQ-0426-SM-59HLT,GTEX,13.73,13.78
15358,GTEX-13SLW-0326-SM-5RQK5,GTEX,11.31,11.87
15359,GTEX-ZZ64-1326-SM-5E444,GTEX,12.5,12.39
15360,GTEX-13O61-2026-SM-5J2M6,GTEX,11.49,10.24
15361,TCGA-LL-A442-01,TCGA,14.05,6.527
15362,TCGA-EE-A2MR-06,TCGA,12.83,11.42
15363,TCGA-DU-6401-01,TCGA,10.65,14.45
15364,GTEX-1313W-0011-R3a-SM-5EGLI,GTEX,8.625,9.478
15365,GTEX-RU1J-1726-SM-2TF5S,GTEX,11.41,11.41
15366,TCGA-AG-3732-11,TCGA,12.47,11.89
15367,GTEX-13G51-2526-SM-5LZYK,GTEX,13.51,13.29
15368,TCGA-B2-3924-01,TCGA,11.55,14.03
15369,TCGA-DX-A6YZ-01,TCGA,10.79,10.74
15370,GTEX-13NYS-0326-SM-5MR4L,GTEX,10.18,10.54
15371,TCGA-CZ-5455-11,TCGA,13.69,12.28
15372,TCGA-2G-AAGO-01,TCGA,12.11,8.893
15373,TCGA-22-5489-01,TCGA,12.71,13.57
15374,TCGA-DK-A6AV-01,TCGA,13.44,12.39
15375,TCGA-LN-A7HV-01,TCGA,12.32,14.81
15376,GTEX-X261-0011-R8A-SM-4E3I5,GTEX,9.617,9.622
15377,GTEX-PWOO-1326-SM-48TCJ,GTEX,12.32,10.66
15378,TCGA-HT-A74H-01,TCGA,13.06,12.28
15379,GTEX-11WQK-2326-SM-5GU4Z,GTEX,11.01,11.29
15380,TCGA-G7-A8LC-01,TCGA,13.33,12.08
15381,TCGA-CC-A8HT-01,TCGA,8.856,11.74
15382,TCGA-E2-A14Y-01,TCGA,17.37,12.42
15383,GTEX-139TT-0326-SM-5IJC3,GTEX,13.46,12.48
15384,GTEX-12WSD-0126-SM-59HKN,GTEX,13.71,13.65
15385,TCGA-VQ-A91K-01,TCGA,14.31,13.03
15386,GTEX-13VXU-0011-R5a-SM-5O9D7,GTEX,10.26,11.13
15387,TCGA-B6-A40B-01,TCGA,14.35,8.679
15388,TCGA-41-2571-01,TCGA,10.46,11.9
15389,TCGA-33-AASJ-01,TCGA,12.34,11.59
15390,TCGA-BR-6453-01,TCGA,12.66,10.74
15391,GTEX-WYVS-0726-SM-4ONDO,GTEX,14.0,12.44
15392,TCGA-DM-A1DB-01,TCGA,12.53,10.67
15393,GTEX-S4UY-0008-SM-3NM8H,GTEX,10.58,12.69
15394,GTEX-N7MT-0126-SM-26GMS,GTEX,11.02,12.94
15395,TCGA-HF-7136-01,TCGA,12.94,13.46
15396,GTEX-X4XY-0526-SM-46MW1,GTEX,11.5,11.31
15397,TCGA-B0-5712-11,TCGA,13.25,12.3
15398,GTEX-WWTW-0008-SM-4MVPE,GTEX,11.79,12.27
15399,TCGA-FV-A23B-11,TCGA,12.47,12.54
15400,TCGA-2Z-A9J1-01,TCGA,14.18,11.37
15401,GTEX-N7MT-0126-SM-26GMB,GTEX,10.92,11.91
15402,TCGA-BP-4985-01,TCGA,11.72,12.64
15403,TCGA-TT-A6YN-01,TCGA,7.822,7.155
15404,GTEX-P4QT-0226-SM-3LK68,GTEX,11.2,14.03
15405,GTEX-NL3H-0011-R1a-SM-48TDJ,GTEX,9.049,9.818
15406,GTEX-P44H-0011-R3A-SM-5SI8A,GTEX,10.93,11.01
15407,TCGA-DK-AA6W-01,TCGA,12.39,10.94
15408,GTEX-Y5V5-2626-SM-5IFJM,GTEX,13.24,12.56
15409,TCGA-QR-A6H6-01,TCGA,10.25,7.614
15410,TCGA-13-0911-01,TCGA,12.3,9.361
15411,TCGA-23-1110-01,TCGA,13.3,9.809
15412,TARGET-10-PAPJHB-04,TARGET,8.04,0.0
15413,TCGA-UZ-A9PU-01,TCGA,13.74,12.61
15414,GTEX-1212Z-2726-SM-5EQ59,GTEX,13.38,12.3
15415,TCGA-P4-A5E7-01,TCGA,13.5,12.76
15416,GTEX-P4PP-2026-SM-3P61N,GTEX,11.47,11.46
15417,K-562-SM-5Q59U,K,8.643,2.673
15418,GTEX-XLM4-0226-SM-4AT4N,GTEX,10.33,12.4
15419,TCGA-CV-A465-01,TCGA,13.09,12.92
15420,GTEX-OHPL-0726-SM-3TW8U,GTEX,11.79,13.03
15421,GTEX-YFC4-0926-SM-5S2U7,GTEX,12.43,12.57
15422,TCGA-R3-A69X-01,TCGA,13.89,12.56
15423,TCGA-FE-A232-01,TCGA,13.52,12.02
15424,TCGA-3A-A9I7-01,TCGA,12.95,11.28
15425,TCGA-BR-4253-01,TCGA,11.65,10.75
15426,TARGET-20-PARBIU-09,TARGET,7.253,0.7837
15427,TCGA-TQ-A7RV-01,TCGA,10.05,13.93
15428,TCGA-TQ-A7RV-02,TCGA,10.14,12.47
15429,TCGA-BQ-7058-01,TCGA,13.1,11.5
15430,TCGA-66-2765-01,TCGA,12.53,13.04
15431,TARGET-50-PAJLKR-01,TARGET,12.68,8.696
15432,GTEX-147F4-1426-SM-5LUA8,GTEX,11.32,11.75
15433,GTEX-XUW1-0826-SM-4BOP6,GTEX,11.29,11.19
15434,TCGA-2G-AAH8-01,TCGA,11.1,7.337
15435,TCGA-B6-A0IH-01,TCGA,13.5,11.42
15436,GTEX-S341-0008-SM-4AD6D,GTEX,11.56,13.26
15437,TCGA-A6-5659-01,TCGA,12.43,11.97
15438,GTEX-U3ZM-1126-SM-4DXUB,GTEX,13.01,11.59
15439,TCGA-BR-6563-01,TCGA,12.72,11.61
15440,GTEX-V955-0726-SM-3GAFG,GTEX,12.11,10.57
15441,TCGA-D8-A27K-01,TCGA,14.31,10.17
15442,GTEX-13RTJ-1126-SM-5S2UJ,GTEX,11.32,11.08
15443,TCGA-31-1944-01,TCGA,12.9,10.37
15444,TCGA-CD-8525-01,TCGA,12.51,9.776
15445,GTEX-NFK9-0926-SM-2HMJU,GTEX,12.41,10.53
15446,GTEX-WXYG-2226-SM-4E3IM,GTEX,12.36,13.18
15447,TARGET-10-PARPRW-04,TARGET,8.465,0.0
15448,TCGA-DX-A8BO-01,TCGA,10.96,11.98
15449,TARGET-20-PANPLS-03,TARGET,6.742,0.0
15450,TCGA-S7-A7WT-01,TCGA,7.928,5.922
15451,TCGA-MJ-A68H-01,TCGA,12.8,12.42
15452,TCGA-BR-A4J4-01,TCGA,19.04,14.76
15453,TCGA-V4-A9EY-01,TCGA,12.75,7.603
15454,GTEX-ZV6S-1126-SM-57WE9,GTEX,11.08,10.95
15455,TCGA-EW-A1PB-01,TCGA,12.38,12.11
15456,TCGA-22-0944-01,TCGA,16.22,13.59
15457,TCGA-BH-A0E9-01,TCGA,14.17,11.85
15458,TCGA-DU-8167-01,TCGA,9.728,13.72
15459,TCGA-WE-A8K6-06,TCGA,11.8,6.835
15460,GTEX-ZZ64-0626-SM-5GZWR,GTEX,10.6,13.03
15461,TCGA-BR-6803-01,TCGA,12.86,11.96
15462,GTEX-11WQC-0008-SM-5SI6R,GTEX,11.4,12.54
15463,TCGA-14-0781-01,TCGA,12.28,11.06
15464,TCGA-HT-7483-01,TCGA,10.45,13.66
15465,TCGA-55-6981-11,TCGA,12.48,12.16
15466,GTEX-145MN-0726-SM-5NQBH,GTEX,12.14,10.57
15467,GTEX-UJMC-1926-SM-3GADS,GTEX,13.12,12.52
15468,TCGA-24-1545-01,TCGA,13.59,10.98
15469,TCGA-EJ-5505-01,TCGA,13.71,12.47
15470,GTEX-13G51-1026-SM-5K7YQ,GTEX,11.8,11.98
15471,TCGA-FD-A3B6-01,TCGA,12.64,15.63
15472,TARGET-10-PAPDUF-09,TARGET,8.641,0.0
15473,GTEX-Q2AG-2826-SM-2HMJQ,GTEX,8.559,8.85
15474,TCGA-ZF-AA5P-01,TCGA,12.54,11.04
15475,TCGA-SG-A849-01,TCGA,11.07,12.29
15476,TCGA-E9-A1NH-01,TCGA,13.77,9.838
15477,GTEX-XYKS-0005-SM-4BRUD,GTEX,7.449,4.105
15478,TCGA-X7-A8D6-01,TCGA,9.662,11.23
15479,GTEX-11DXX-1026-SM-5H11E,GTEX,11.0,12.74
15480,GTEX-1445S-0011-R4a-SM-5PNWN,GTEX,10.71,10.57
15481,GTEX-13113-1926-SM-5LZWG,GTEX,13.34,14.16
15482,GTEX-13JUV-0011-R11a-SM-5LZYH,GTEX,8.924,8.881
15483,GTEX-144GM-2126-SM-5LU3P,GTEX,12.62,12.91
15484,TCGA-VS-A94Z-01,TCGA,11.75,12.52
15485,GTEX-13OVL-0626-SM-5KM13,GTEX,11.27,11.32
15486,TCGA-HT-8108-01,TCGA,9.856,14.02
15487,TCGA-EW-A2FW-01,TCGA,13.79,7.601
15488,GTEX-UTHO-0006-SM-3NMCC,GTEX,10.08,4.825
15489,GTEX-12KS4-1526-SM-5EQ6E,GTEX,10.54,12.72
15490,TCGA-AB-2887-03,TCGA,8.296,2.031
15491,GTEX-ZF2S-1826-SM-4WKFF,GTEX,11.83,11.88
15492,TCGA-31-1951-01,TCGA,13.13,11.42
15493,TCGA-CD-8530-01,TCGA,11.99,11.98
15494,GTEX-QDVJ-0826-SM-48U1S,GTEX,11.7,12.55
15495,TARGET-30-PASHFA-01,TARGET,9.257,7.211
15496,TCGA-CJ-4902-01,TCGA,11.71,13.85
15497,TCGA-3G-AB19-01,TCGA,11.23,13.1
15498,GTEX-139D8-1626-SM-5IJFZ,GTEX,11.24,12.21
15499,TCGA-AO-A0JD-01,TCGA,12.94,9.057
15500,GTEX-S7PM-0426-SM-3NM91,GTEX,11.75,12.27
15501,TCGA-2G-AAGC-01,TCGA,12.57,9.919
15502,GTEX-ZE9C-0006-SM-4WKG2,GTEX,9.77,4.76
15503,GTEX-QEL4-0326-SM-3GAE5,GTEX,10.02,13.08
15504,TCGA-DW-7840-01,TCGA,14.48,11.82
15505,GTEX-1339X-2726-SM-5PNYU,GTEX,12.69,10.95
15506,TCGA-GU-A42Q-01,TCGA,11.85,14.61
15507,GTEX-RTLS-0526-SM-2TF64,GTEX,11.02,12.09
15508,TCGA-A7-A3IY-01,TCGA,11.78,8.849
15509,TCGA-CC-A1HT-01,TCGA,11.66,13.22
15510,TCGA-77-8156-01,TCGA,11.23,13.15
15511,TCGA-DJ-A2PP-01,TCGA,12.24,13.16
15512,TCGA-CX-7085-01,TCGA,12.4,13.02
15513,GTEX-131XE-2526-SM-5EQ57,GTEX,12.54,12.23
15514,TCGA-BR-8060-11,TCGA,11.98,12.76
15515,TCGA-BR-6457-01,TCGA,13.07,12.13
15516,TCGA-AO-A0J8-01,TCGA,14.15,8.438
15517,GTEX-S7PM-0011-R5A-SM-3NM8G,GTEX,11.27,11.63
15518,TCGA-B0-5117-01,TCGA,12.08,11.69
15519,TCGA-HF-7132-01,TCGA,13.72,12.06
15520,GTEX-XQ3S-0526-SM-4BOQA,GTEX,13.06,9.915
15521,TCGA-A6-5660-01,TCGA,13.53,11.3
15522,TARGET-30-PATHVK-01,TARGET,10.39,9.862
15523,GTEX-ZVT4-1326-SM-5NQ8E,GTEX,11.26,12.02
15524,GTEX-146FH-0226-SM-5QGPQ,GTEX,9.806,12.86
15525,TCGA-DJ-A1QG-01,TCGA,12.5,11.98
15526,TCGA-AB-2948-03,TCGA,8.171,4.273
15527,GTEX-13OVG-0626-SM-5IFEP,GTEX,13.68,12.74
15528,TCGA-IF-A3RQ-01,TCGA,11.58,8.83
15529,TCGA-V4-A9EU-01,TCGA,11.08,7.006
15530,TCGA-SC-A6LP-01,TCGA,11.86,10.01
15531,TCGA-AB-3006-03,TCGA,8.331,1.956
15532,TCGA-HT-7620-01,TCGA,9.795,13.88
15533,TCGA-2G-AAH3-01,TCGA,11.25,11.16
15534,TCGA-HT-7480-01,TCGA,10.26,13.78
15535,K-562-SM-2YUNN,K,8.864,3.869
15536,TCGA-ET-A25O-01,TCGA,13.4,12.47
15537,GTEX-ZYY3-0226-SM-5E45M,GTEX,9.094,12.46
15538,TCGA-06-0157-01,TCGA,11.38,16.43
15539,TCGA-B0-4694-01,TCGA,11.76,13.72
15540,GTEX-ZDYS-1726-SM-5HL4Y,GTEX,11.09,11.68
15541,TCGA-BR-8592-01,TCGA,12.31,12.82
15542,GTEX-13OVJ-0326-SM-5L3GL,GTEX,10.2,12.22
15543,GTEX-1399U-1126-SM-5L3DB,GTEX,13.61,14.23
15544,GTEX-12WSL-0626-SM-5GCOY,GTEX,12.73,12.09
15545,TCGA-BR-8295-01,TCGA,12.49,11.35
15546,TCGA-04-1343-01,TCGA,12.97,10.89
15547,GTEX-14BIL-2926-SM-5SIAF,GTEX,10.21,9.964
15548,GTEX-XBEC-1226-SM-4AT65,GTEX,12.26,10.25
15549,GTEX-RUSQ-1526-SM-2TF62,GTEX,12.42,12.85
15550,TCGA-CM-5862-01,TCGA,12.02,11.7
15551,TCGA-D7-A6F0-01,TCGA,14.53,11.95
15552,GTEX-146FH-0126-SM-5QGPP,GTEX,12.48,13.76
15553,GTEX-ZP4G-0006-SM-4WWE6,GTEX,8.793,4.806
15554,TCGA-BH-A0DQ-11,TCGA,13.54,12.89
15555,TCGA-25-1626-01,TCGA,13.31,11.65
15556,TCGA-HC-7077-01,TCGA,13.43,11.73
15557,TCGA-S9-A7J0-01,TCGA,10.67,12.24
15558,TCGA-WC-A87U-01,TCGA,11.08,6.369
15559,GTEX-S7SF-1626-SM-3K2AY,GTEX,13.4,14.26
15560,GTEX-WHPG-1026-SM-3NMBA,GTEX,12.44,10.57
15561,TCGA-B1-5398-01,TCGA,12.64,10.78
15562,GTEX-P4QS-0926-SM-48TBS,GTEX,9.915,10.26
15563,GTEX-13OVG-1326-SM-5K7Y3,GTEX,10.56,12.31
15564,GTEX-ZTSS-1926-SM-57WEW,GTEX,13.4,14.07
15565,GTEX-11NSD-1726-SM-5N9C3,GTEX,12.13,9.929
15566,GTEX-RTLS-0326-SM-2TF6A,GTEX,13.14,12.72
15567,TCGA-B7-5816-01,TCGA,13.47,12.09
15568,TCGA-B8-A54F-01,TCGA,12.41,13.2
15569,TCGA-A7-A3IZ-01,TCGA,14.17,7.098
15570,TCGA-G3-AAV6-01,TCGA,12.83,10.23
15571,TARGET-20-PASPLU-09,TARGET,6.405,1.176
15572,TARGET-30-PASPBZ-01,TARGET,9.179,6.73
15573,TARGET-20-PASPLU-04,TARGET,5.976,5.424
15574,GTEX-X4XX-0011-R5A-SM-46MWN,GTEX,10.03,10.84
15575,TCGA-BJ-A3PU-01,TCGA,13.52,11.25
15576,TCGA-ZB-A96K-01,TCGA,12.82,12.01
15577,TCGA-55-8208-01,TCGA,13.19,10.71
15578,TCGA-EY-A5W2-01,TCGA,13.19,9.372
15579,TCGA-2G-AAF6-01,TCGA,10.66,8.954
15580,TCGA-PG-A6IB-01,TCGA,13.44,10.21
15581,GTEX-XUZC-2126-SM-4BRW8,GTEX,9.419,11.45
15582,TCGA-XK-AAJA-01,TCGA,14.07,11.35
15583,TCGA-13-1492-01,TCGA,12.37,8.044
15584,TCGA-ET-A39S-01,TCGA,13.95,12.51
15585,TCGA-12-3653-01,TCGA,10.54,17.85
15586,TCGA-DX-AB2H-01,TCGA,11.73,9.758
15587,GTEX-XQ3S-0006-SM-4BOQ4,GTEX,9.563,4.741
15588,GTEX-YJ8A-0526-SM-5IFHT,GTEX,9.745,13.03
15589,TCGA-EE-A3JE-06,TCGA,9.862,8.944
15590,TCGA-EE-A20F-06,TCGA,11.37,6.428
15591,GTEX-X5EB-0826-SM-46MVS,GTEX,10.07,10.56
15592,GTEX-R55C-1726-SM-3GADJ,GTEX,10.45,9.863
15593,TCGA-IS-A3K7-01,TCGA,10.45,10.54
15594,GTEX-ZVT2-0626-SM-5GICR,GTEX,12.97,12.77
15595,TARGET-10-PARWVN-03,TARGET,8.884,7.722
15596,GTEX-1399R-2326-SM-5PNYT,GTEX,12.85,11.69
15597,TCGA-A2-A1G0-01,TCGA,15.04,10.97
15598,TARGET-50-CAAAAR-11,TARGET,14.45,12.52
15599,GTEX-145LU-0011-R9b-SM-5SI66,GTEX,9.475,8.552
15600,GTEX-13IVO-0926-SM-5KLZP,GTEX,12.55,12.45
15601,TCGA-2G-AAGT-01,TCGA,12.23,9.616
15602,TCGA-E8-A415-01,TCGA,13.33,12.43
15603,GTEX-14DAQ-3026-SM-5S2QZ,GTEX,9.026,9.9
15604,TCGA-BH-A0DG-01,TCGA,12.97,10.64
15605,GTEX-13FH7-0926-SM-5J2MR,GTEX,12.47,10.14
15606,GTEX-1399U-2426-SM-5K7XB,GTEX,10.39,12.25
15607,TCGA-BK-A6W4-01,TCGA,12.1,11.19
15608,TCGA-CF-A5U8-01,TCGA,13.78,11.15
15609,GTEX-12WSI-1526-SM-5GCNM,GTEX,10.73,11.77
15610,TCGA-TM-A84Q-01,TCGA,10.23,14.06
15611,TCGA-22-5482-11,TCGA,12.59,12.29
15612,TCGA-QS-A8F1-01,TCGA,13.45,7.943
15613,TARGET-30-PASWYR-01,TARGET,9.258,7.08
15614,GTEX-1399R-0926-SM-5J2N8,GTEX,11.57,12.86
15615,TCGA-DD-A73F-01,TCGA,11.13,13.04
15616,TCGA-CG-5721-01,TCGA,12.54,11.71
15617,GTEX-13FHO-0011-R1b-SM-5KLZG,GTEX,11.51,11.15
15618,TCGA-VN-A88R-01,TCGA,12.99,10.96
15619,TCGA-76-4926-01,TCGA,12.5,15.38
15620,TCGA-UZ-A9PN-01,TCGA,12.66,12.31
15621,TCGA-75-6206-01,TCGA,13.67,11.84
15622,TCGA-36-1571-01,TCGA,13.52,10.76
15623,TCGA-D8-A1XZ-01,TCGA,12.39,8.085
15624,GTEX-13N11-0826-SM-5IJFP,GTEX,9.443,11.77
15625,GTEX-P78B-1126-SM-3P615,GTEX,11.66,12.52
15626,TCGA-A3-3370-01,TCGA,12.51,13.44
15627,TCGA-FV-A2QQ-01,TCGA,11.81,11.4
15628,GTEX-ZVT3-0006-SM-51MT9,GTEX,8.864,4.397
15629,TCGA-55-6971-01,TCGA,12.19,11.14
15630,TCGA-05-4410-01,TCGA,14.02,14.27
15631,TCGA-BR-8487-01,TCGA,13.19,11.26
15632,TCGA-86-7954-01,TCGA,14.32,11.39
15633,TCGA-26-5133-01,TCGA,9.775,11.23
15634,GTEX-T2IS-0126-SM-4DM6O,GTEX,13.27,13.58
15635,TCGA-VD-AA8O-01,TCGA,11.8,7.79
15636,TCGA-A2-A0SW-01,TCGA,11.23,8.396
15637,GTEX-13OVH-0426-SM-5K7UC,GTEX,11.16,11.81
